Alps                       by Peter Bird, September 2001
 +1.79819E+02,-1.79262E+01
 -1.79948E+02,-1.74581E+01
 -1.79717E+02,-1.69897E+01
 -1.79399E+02,-1.66448E+01
 -1.79082E+02,-1.62994E+01
 -1.78579E+02,-1.60835E+01
 -1.78077E+02,-1.58664E+01
 -1.77645E+02,-1.52543E+01
 -1.77438E+02,-1.48002E+01
 -1.77231E+02,-1.43460E+01
 -1.78006E+02,-1.38743E+01
 -1.78695E+02,-1.38243E+01
 -1.79383E+02,-1.37723E+01
 +1.79697E+02,-1.36212E+01
 +1.78779E+02,-1.34667E+01
 +1.77861E+02,-1.33088E+01
 +1.76945E+02,-1.31477E+01
 +1.76030E+02,-1.29834E+01
 +1.75116E+02,-1.28158E+01
 +1.74145E+02,-1.27116E+01
 +1.73176E+02,-1.26039E+01
 +1.72207E+02,-1.24926E+01
 +1.71239E+02,-1.23780E+01
 +1.70271E+02,-1.22599E+01
 +1.69305E+02,-1.21384E+01
 +1.68340E+02,-1.20135E+01
 +1.67375E+02,-1.18854E+01
 +1.66548E+02,-1.22113E+01
 +1.65718E+02,-1.25347E+01
*** end of line segment ***
western Aleutians          by Peter Bird, September 2001
 +1.77637E+02,+5.07127E+01
 +1.77589E+02,+5.16448E+01
 +1.77540E+02,+5.25769E+01
 +1.76713E+02,+5.27891E+01
 +1.75666E+02,+5.29546E+01
 +1.74469E+02,+5.31950E+01
 +1.73112E+02,+5.35480E+01
 +1.71781E+02,+5.38869E+01
 +1.71133E+02,+5.41716E+01
 +1.70476E+02,+5.44527E+01
 +1.69784E+02,+5.47434E+01
 +1.69082E+02,+5.50301E+01
 +1.68379E+02,+5.53414E+01
 +1.67664E+02,+5.56487E+01
 +1.66824E+02,+5.59587E+01
 +1.65971E+02,+5.62629E+01
 +1.65242E+02,+5.64795E+01
 +1.64504E+02,+5.66918E+01
 +1.63554E+02,+5.64839E+01
 +1.62615E+02,+5.62688E+01
 +1.63331E+02,+5.57315E+01
 +1.64027E+02,+5.51901E+01
 +1.64807E+02,+5.49380E+01
 +1.65728E+02,+5.45708E+01
 +1.66367E+02,+5.42189E+01
 +1.67373E+02,+5.38878E+01
 +1.68148E+02,+5.35514E+01
 +1.68794E+02,+5.31914E+01
 +1.69711E+02,+5.28387E+01
 +1.70659E+02,+5.24807E+01
 +1.71806E+02,+5.20091E+01
 +1.72922E+02,+5.16681E+01
 +1.74179E+02,+5.13877E+01
 +1.75531E+02,+5.10934E+01
 +1.76678E+02,+5.08815E+01
 +1.77637E+02,+5.07127E+01
*** end of line segment ***
Alaska-Yukon               Mazzotti and Hyndman [2002]; Peter Bird, June 2002
 -1.42928E+02,+5.54059E+01
 -1.41602E+02,+5.56647E+01
 -1.41099E+02,+5.58969E+01
 -1.40901E+02,+5.59864E+01
 -1.39653E+02,+5.65389E+01
 -1.38367E+02,+5.70786E+01
 -1.37045E+02,+5.76047E+01
 -1.36675E+02,+5.83192E+01
 -1.35503E+02,+5.81111E+01
 -1.34345E+02,+5.78923E+01
 -1.33647E+02,+5.81779E+01
 -1.32938E+02,+5.84596E+01
 -1.31201E+02,+5.88149E+01
 -1.29429E+02,+5.91464E+01
 -1.27624E+02,+5.94534E+01
 -1.25787E+02,+5.97350E+01
 -1.23920E+02,+5.99905E+01
 -1.23023E+02,+6.08445E+01
 -1.22076E+02,+6.16921E+01
 -1.21897E+02,+6.24506E+01
 -1.21708E+02,+6.32089E+01
 -1.22505E+02,+6.38440E+01
 -1.23338E+02,+6.44746E+01
 -1.25073E+02,+6.50140E+01
 -1.26878E+02,+6.55325E+01
 -1.28958E+02,+6.62394E+01
 -1.31155E+02,+6.69168E+01
 -1.32280E+02,+6.75431E+01
 -1.33465E+02,+6.81612E+01
 -1.34715E+02,+6.87704E+01
 -1.36845E+02,+6.90245E+01
 -1.39023E+02,+6.92515E+01
 -1.41244E+02,+6.94505E+01
 -1.43503E+02,+6.96207E+01
 -1.45009E+02,+6.95029E+01
 -1.46498E+02,+6.93723E+01
 -1.48853E+02,+6.92539E+01
 -1.51178E+02,+6.91037E+01
 -1.53469E+02,+6.89226E+01
 -1.55712E+02,+6.86908E+01
 -1.57907E+02,+6.84299E+01
 -1.60049E+02,+6.81409E+01
 -1.62135E+02,+6.78250E+01
 -1.63317E+02,+6.71158E+01
 -1.64430E+02,+6.63984E+01
 -1.65482E+02,+6.56735E+01
 -1.66476E+02,+6.49418E+01
 -1.65093E+02,+6.42560E+01
 -1.63777E+02,+6.35577E+01
 -1.62525E+02,+6.28480E+01
 -1.61332E+02,+6.21277E+01
 -1.60195E+02,+6.13976E+01
 -1.59069E+02,+6.06627E+01
 -1.57994E+02,+5.99187E+01
 -1.56966E+02,+5.91664E+01
 -1.55849E+02,+5.85059E+01
 -1.54773E+02,+5.78361E+01
 -1.53050E+02,+5.73847E+01
 -1.51371E+02,+5.69104E+01
 -1.49734E+02,+5.64141E+01
 -1.48305E+02,+5.62878E+01
 -1.46887E+02,+5.61451E+01
 -1.45479E+02,+5.59863E+01
 -1.44194E+02,+5.57027E+01
 -1.42928E+02,+5.54059E+01
*** end of line segment ***
Gorda-California-Nevada    Peter Bird, June 2002
 -1.25478E+02,+4.00090E+01
 -1.24958E+02,+3.97016E+01
 -1.24546E+02,+3.93890E+01
 -1.24201E+02,+3.89190E+01
 -1.23986E+02,+3.84977E+01
 -1.23775E+02,+3.80796E+01
 -1.23580E+02,+3.74131E+01
 -1.23170E+02,+3.69962E+01
 -1.22558E+02,+3.66739E+01
 -1.22537E+02,+3.62717E+01
 -1.22163E+02,+3.55414E+01
 -1.21780E+02,+3.49280E+01
 -1.21408E+02,+3.43129E+01
 -1.20952E+02,+3.37634E+01
 -1.20507E+02,+3.32119E+01
 -1.20006E+02,+3.28614E+01
 -1.19513E+02,+3.25125E+01
 -1.18641E+02,+3.20513E+01
 -1.17845E+02,+3.17590E+01
 -1.17166E+02,+3.12032E+01
 -1.16858E+02,+3.06691E+01
 -1.16554E+02,+3.01304E+01
 -1.15936E+02,+3.04671E+01
 -1.15315E+02,+3.08008E+01
 -1.14913E+02,+3.12653E+01
 -1.14837E+02,+3.17356E+01
 -1.14756E+02,+3.22057E+01
 -1.15103E+02,+3.26808E+01
 -1.15449E+02,+3.31551E+01
 -1.15263E+02,+3.40235E+01
 -1.14730E+02,+3.47433E+01
 -1.14310E+02,+3.51859E+01
 -1.13880E+02,+3.56304E+01
 -1.13594E+02,+3.61237E+01
 -1.13299E+02,+3.66121E+01
 -1.12797E+02,+3.71487E+01
 -1.12330E+02,+3.76199E+01
 -1.11509E+02,+3.81476E+01
 -1.11205E+02,+3.88122E+01
 -1.10899E+02,+3.94721E+01
 -1.10854E+02,+4.01388E+01
 -1.10813E+02,+4.08058E+01
 -1.10617E+02,+4.15245E+01
 -1.10415E+02,+4.22427E+01
 -1.10318E+02,+4.29100E+01
 -1.10212E+02,+4.35731E+01
 -1.09894E+02,+4.42527E+01
 -1.09569E+02,+4.49271E+01
 -1.09714E+02,+4.52379E+01
 -1.10618E+02,+4.56730E+01
 -1.11712E+02,+4.56880E+01
 -1.12906E+02,+4.54224E+01
 -1.13557E+02,+4.53439E+01
 -1.14206E+02,+4.52579E+01
 -1.14831E+02,+4.47335E+01
 -1.15450E+02,+4.42057E+01
 -1.16253E+02,+4.39165E+01
 -1.17048E+02,+4.36216E+01
 -1.17878E+02,+4.35076E+01
 -1.18705E+02,+4.33877E+01
 -1.19700E+02,+4.33692E+01
 -1.20693E+02,+4.33420E+01
 -1.21524E+02,+4.33159E+01
 -1.22358E+02,+4.32835E+01
 -1.22977E+02,+4.32480E+01
 -1.23595E+02,+4.32091E+01
 -1.24785E+02,+4.31623E+01
 -1.25551E+02,+4.30766E+01
 -1.26205E+02,+4.30352E+01
 -1.26806E+02,+4.29937E+01
 -1.27074E+02,+4.24898E+01
 -1.27196E+02,+4.21220E+01
 -1.27307E+02,+4.17856E+01
 -1.27695E+02,+4.16629E+01
 -1.27786E+02,+4.11734E+01
 -1.27817E+02,+4.07626E+01
 -1.27852E+02,+4.03191E+01
 -1.27136E+02,+4.03026E+01
 -1.26586E+02,+4.02869E+01
 -1.26205E+02,+4.02800E+01
 -1.25787E+02,+4.02711E+01
 -1.25478E+02,+4.00090E+01
*** end of line segment ***
Rivera-Cocos               by Peter Bird, September 2001; after DeMets and Wilso
 -1.05421E+02,+1.70000E+01
 -1.05006E+02,+1.70000E+01
 -1.04843E+02,+1.76895E+01
 -1.04678E+02,+1.83789E+01
 -1.05049E+02,+1.86661E+01
 -1.05421E+02,+1.89526E+01
 -1.05530E+02,+1.85594E+01
 -1.06237E+02,+1.88190E+01
 -1.06357E+02,+1.81177E+01
 -1.06359E+02,+1.79278E+01
 -1.06321E+02,+1.77800E+01
 -1.05725E+02,+1.75061E+01
 -1.05480E+02,+1.72902E+01
 -1.05421E+02,+1.70000E+01
*** end of line segment ***
Peru                       Peter Bird, June 2002
 -7.32148E+01,-1.24771E+01
 -7.28830E+01,-1.15791E+01
 -7.25533E+01,-1.06808E+01
 -7.22255E+01,-9.78206E+00
 -7.18995E+01,-8.88304E+00
 -7.21475E+01,-8.01087E+00
 -7.23944E+01,-7.13856E+00
 -7.26404E+01,-6.26612E+00
 -7.28856E+01,-5.39357E+00
 -7.31301E+01,-4.52091E+00
 -7.39267E+01,-4.08810E+00
 -7.47225E+01,-3.65452E+00
 -7.55175E+01,-3.22022E+00
 -7.63119E+01,-2.78531E+00
 -7.71056E+01,-2.34986E+00
 -7.78583E+01,-2.28941E+00
 -7.86109E+01,-2.22858E+00
 -7.93635E+01,-2.16735E+00
 -8.01480E+01,-2.28993E+00
 -8.09326E+01,-2.41206E+00
 -8.17173E+01,-2.53376E+00
 -8.18693E+01,-3.24892E+00
 -8.20259E+01,-3.72246E+00
 -8.21043E+01,-4.49937E+00
 -8.20944E+01,-5.24980E+00
 -8.20515E+01,-6.00091E+00
 -8.18834E+01,-6.65136E+00
 -8.16465E+01,-7.30381E+00
 -8.14731E+01,-7.98324E+00
 -8.11398E+01,-8.66002E+00
 -8.08014E+01,-9.43456E+00
 -8.04696E+01,-9.91945E+00
 -8.00986E+01,-1.05580E+01
 -7.97149E+01,-1.12875E+01
 -7.92487E+01,-1.18880E+01
 -7.87633E+01,-1.26419E+01
 -7.85087E+01,-1.30089E+01
 -7.82466E+01,-1.33831E+01
 -7.77367E+01,-1.39087E+01
 -7.72252E+01,-1.44689E+01
 -7.68661E+01,-1.48448E+01
 -7.65056E+01,-1.52135E+01
 -7.60164E+01,-1.57373E+01
 -7.58424E+01,-1.58099E+01
 -7.53484E+01,-1.51894E+01
 -7.48502E+01,-1.45674E+01
 -7.43550E+01,-1.39439E+01
 -7.37761E+01,-1.32498E+01
 -7.32006E+01,-1.25541E+01
*** end of line segment ***
Puna-Sierras Pampeanas     by Peter Bird, September 2001
 -7.13554E+01,-2.12642E+01
 -7.14100E+01,-2.19694E+01
 -7.14568E+01,-2.27584E+01
 -7.14965E+01,-2.35263E+01
 -7.15750E+01,-2.42666E+01
 -7.16305E+01,-2.50904E+01
 -7.17414E+01,-2.58378E+01
 -7.18610E+01,-2.66550E+01
 -7.19596E+01,-2.72487E+01
 -7.20676E+01,-2.77586E+01
 -7.22795E+01,-2.82756E+01
 -7.25492E+01,-2.89039E+01
 -7.26699E+01,-2.95390E+01
 -7.27113E+01,-3.01880E+01
 -7.27375E+01,-3.09627E+01
 -7.27962E+01,-3.15279E+01
 -7.28813E+01,-3.23164E+01
 -7.30076E+01,-3.27417E+01
 -7.29778E+01,-3.33561E+01
 -7.30561E+01,-3.38373E+01
 -7.33631E+01,-3.42892E+01
 -7.24041E+01,-3.45310E+01
 -7.14395E+01,-3.47653E+01
 -7.04696E+01,-3.49919E+01
 -6.98009E+01,-3.54672E+01
 -6.91242E+01,-3.59387E+01
 -6.79256E+01,-3.61619E+01
 -6.67204E+01,-3.63732E+01
 -6.55088E+01,-3.65722E+01
 -6.49633E+01,-3.56348E+01
 -6.44305E+01,-3.46950E+01
 -6.41766E+01,-3.38440E+01
 -6.39278E+01,-3.29925E+01
 -6.38674E+01,-3.20781E+01
 -6.38082E+01,-3.11636E+01
 -6.37501E+01,-3.02491E+01
 -6.38078E+01,-2.94087E+01
 -6.38646E+01,-2.85683E+01
 -6.39205E+01,-2.77279E+01
 -6.39755E+01,-2.68874E+01
 -6.38107E+01,-2.59767E+01
 -6.36485E+01,-2.50658E+01
 -6.34953E+01,-2.43645E+01
 -6.33438E+01,-2.36631E+01
 -6.34143E+01,-2.29983E+01
 -6.34842E+01,-2.23335E+01
 -6.35743E+01,-2.16926E+01
 -6.36636E+01,-2.10517E+01
 -6.48036E+01,-2.10378E+01
 -6.59433E+01,-2.10163E+01
 -6.68610E+01,-2.10491E+01
 -6.77790E+01,-2.10770E+01
 -6.89740E+01,-2.10785E+01
 -7.01691E+01,-2.10800E+01
 -7.07619E+01,-2.11731E+01
 -7.13554E+01,-2.12642E+01
*** end of line segment ***
west central Atlantic      by Peter Bird, September 2001
 -6.70368E+01,+1.97014E+01
 -6.62557E+01,+1.97702E+01
 -6.56889E+01,+1.97750E+01
 -6.51262E+01,+1.97779E+01
 -6.43420E+01,+1.97251E+01
 -6.37566E+01,+1.96720E+01
 -6.33584E+01,+1.96359E+01
 -6.28437E+01,+1.95199E+01
 -6.21728E+01,+1.92218E+01
 -6.15741E+01,+1.89134E+01
 -6.09537E+01,+1.88514E+01
 -6.07710E+01,+1.85598E+01
 -6.05756E+01,+1.84779E+01
 -6.03208E+01,+1.81536E+01
 -6.00938E+01,+1.77864E+01
 -5.98623E+01,+1.75143E+01
 -5.95071E+01,+1.72068E+01
 -5.91326E+01,+1.68763E+01
 -5.88667E+01,+1.63602E+01
 -5.88422E+01,+1.59573E+01
 -5.87346E+01,+1.57349E+01
 -5.87074E+01,+1.53778E+01
 -5.85667E+01,+1.52473E+01
 -5.83317E+01,+1.51146E+01
 -5.74527E+01,+1.49003E+01
 -5.65755E+01,+1.46826E+01
 -5.57000E+01,+1.44616E+01
 -5.48263E+01,+1.42374E+01
 -5.39543E+01,+1.40100E+01
 -5.30841E+01,+1.37796E+01
 -5.22156E+01,+1.35460E+01
 -5.13488E+01,+1.33095E+01
 -5.04101E+01,+1.30589E+01
 -4.94733E+01,+1.28050E+01
 -4.85383E+01,+1.25478E+01
 -4.76053E+01,+1.22873E+01
 -4.66741E+01,+1.20237E+01
 -4.61127E+01,+1.27321E+01
 -4.55481E+01,+1.34394E+01
 -4.49802E+01,+1.41454E+01
 -4.49275E+01,+1.48534E+01
 -4.48745E+01,+1.55614E+01
 -4.55853E+01,+1.62578E+01
 -4.63011E+01,+1.69517E+01
 -4.70222E+01,+1.76432E+01
 -4.78769E+01,+1.80404E+01
 -4.87355E+01,+1.84338E+01
 -4.95980E+01,+1.88234E+01
 -5.03707E+01,+1.91989E+01
 -5.11470E+01,+1.95712E+01
 -5.19268E+01,+1.99402E+01
 -5.27103E+01,+2.03058E+01
 -5.34974E+01,+2.06678E+01
 -5.43531E+01,+2.09612E+01
 -5.52122E+01,+2.12503E+01
 -5.60747E+01,+2.15350E+01
 -5.69405E+01,+2.18153E+01
 -5.78097E+01,+2.20911E+01
 -5.86822E+01,+2.23622E+01
 -5.96460E+01,+2.26997E+01
 -6.06146E+01,+2.30313E+01
 -6.15878E+01,+2.33571E+01
 -6.25658E+01,+2.36767E+01
 -6.35486E+01,+2.39903E+01
 -6.45361E+01,+2.42975E+01
 -6.55284E+01,+2.45983E+01
 -6.61345E+01,+2.45285E+01
 -6.67400E+01,+2.44562E+01
 -6.68963E+01,+2.39162E+01
 -6.70513E+01,+2.33761E+01
 -6.70441E+01,+2.24574E+01
 -6.70441E+01,+2.15387E+01
 -6.70441E+01,+2.06201E+01
 -6.70368E+01,+1.97014E+01
*** end of line segment ***
